CD02  C9 85     CMP #$85                         A:85 X:85 Y:99 P:E4 SP:FB
CD04  D0 24     BNE $24                          A:85 X:85 Y:99 P:67 SP:FB
CD06  E0 85     CPX #$85                         A:85 X:85 Y:99 P:67 SP:FB
CD08  D0 20     BNE $20                          A:85 X:85 Y:99 P:67 SP:FB
CD0A  C0 99     CPY #$99                         A:85 X:85 Y:99 P:67 SP:FB
CD0C  D0 1C     BNE $1C                          A:85 X:85 Y:99 P:67 SP:FB
CD0E  A9 00     LDA #$00                         A:85 X:85 Y:99 P:67 SP:FB
CD10  38        SEC                              A:00 X:85 Y:99 P:67 SP:FB
CD11  B8        CLV                              A:00 X:85 Y:99 P:67 SP:FB
CD12  AA        TAX                              A:00 X:85 Y:99 P:27 SP:FB
CD13  D0 15     BNE $15                          A:00 X:00 Y:99 P:27 SP:FB
CD15  90 13     BCC $13                          A:00 X:00 Y:99 P:27 SP:FB
CD17  70 11     BVS $11                          A:00 X:00 Y:99 P:27 SP:FB
CD19  30 0F     BMI $0F                          A:00 X:00 Y:99 P:27 SP:FB
CD1B  C9 00     CMP #$00                         A:00 X:00 Y:99 P:27 SP:FB
CD1D  D0 0B     BNE $0B                          A:00 X:00 Y:99 P:27 SP:FB
CD1F  E0 00     CPX #$00                         A:00 X:00 Y:99 P:27 SP:FB
CD21  D0 07     BNE $07                          A:00 X:00 Y:99 P:27 SP:FB
CD23  C0 99     CPY #$99                         A:00 X:00 Y:99 P:27 SP:FB
CD25  D0 03     BNE $03                          A:00 X:00 Y:99 P:27 SP:FB
CD27  4C 2E CD  JMP $CD2E                        A:00 X:00 Y:99 P:27 SP:FB
CD2E  EA        NOP                              A:00 X:00 Y:99 P:27 SP:FB
CD2F  A9 85     LDA #$85                         A:00 X:00 Y:99 P:27 SP:FB
CD31  A2 34     LDX #$34                         A:85 X:00 Y:99 P:A5 SP:FB
CD33  A0 99     LDY #$99                         A:85 X:34 Y:99 P:25 SP:FB
CD35  18        CLC                              A:85 X:34 Y:99 P:A5 SP:FB
CD36  24 01     BIT $01 = FF                     A:85 X:34 Y:99 P:A4 SP:FB
CD38  98        TYA                              A:85 X:34 Y:99 P:E4 SP:FB
CD39  F0 2E     BEQ $2E                          A:99 X:34 Y:99 P:E4 SP:FB
CD3B  B0 2C     BCS $2C                          A:99 X:34 Y:99 P:E4 SP:FB
CD3D  50 2A     BVC $2A                          A:99 X:34 Y:99 P:E4 SP:FB
CD3F  10 28     BPL $28                          A:99 X:34 Y:99 P:E4 SP:FB
CD41  C9 99     CMP #$99                         A:99 X:34 Y:99 P:E4 SP:FB
CD43  D0 24     BNE $24                          A:99 X:34 Y:99 P:67 SP:FB
CD45  E0 34     CPX #$34                         A:99 X:34 Y:99 P:67 SP:FB
CD47  D0 20     BNE $20                          A:99 X:34 Y:99 P:67 SP:FB
CD49  C0 99     CPY #$99                         A:99 X:34 Y:99 P:67 SP:FB
CD4B  D0 1C     BNE $1C                          A:99 X:34 Y:99 P:67 SP:FB
CD4D  A0 00     LDY #$00                         A:99 X:34 Y:99 P:67 SP:FB
CD4F  38        SEC                              A:99 X:34 Y:00 P:67 SP:FB
CD50  B8        CLV                              A:99 X:34 Y:00 P:67 SP:FB
CD51  98        TYA                              A:99 X:34 Y:00 P:27 SP:FB
CD52  D0 15     BNE $15                          A:00 X:34 Y:00 P:27 SP:FB
CD54  90 13     BCC $13                          A:00 X:34 Y:00 P:27 SP:FB
CD56  70 11     BVS $11                          A:00 X:34 Y:00 P:27 SP:FB
CD58  30 0F     BMI $0F                          A:00 X:34 Y:00 P:27 SP:FB
CD5A  C9 00     CMP #$00                         A:00 X:34 Y:00 P:27 SP:FB
CD5C  D0 0B     BNE $0B                          A:00 X:34 Y:00 P:27 SP:FB
CD5E  E0 34     CPX #$34                         A:00 X:34 Y:00 P:27 SP:FB
CD60  D0 07     BNE $07                          A:00 X:34 Y:00 P:27 SP:FB
CD62  C0 00     CPY #$00                         A:00 X:34 Y:00 P:27 SP:FB
CD64  D0 03     BNE $03                          A:00 X:34 Y:00 P:27 SP:FB
CD66  4C 6D CD  JMP $CD6D                        A:00 X:34 Y:00 P:27 SP:FB
CD6D  EA        NOP                              A:00 X:34 Y:00 P:27 SP:FB
CD6E  A9 85     LDA #$85                         A:00 X:34 Y:00 P:27 SP:FB
CD70  A2 34     LDX #$34                         A:85 X:34 Y:00 P:A5 SP:FB
CD72  A0 99     LDY #$99                         A:85 X:34 Y:00 P:25 SP:FB
CD74  18        CLC                              A:85 X:34 Y:99 P:A5 SP:FB
CD75  24 01     BIT $01 = FF                     A:85 X:34 Y:99 P:A4 SP:FB
CD77  8A        TXA                              A:85 X:34 Y:99 P:E4 SP:FB
CD78  F0 2E     BEQ $2E                          A:34 X:34 Y:99 P:64 SP:FB
CD7A  B0 2C     BCS $2C                          A:34 X:34 Y:99 P:64 SP:FB
CD7C  50 2A     BVC $2A                          A:34 X:34 Y:99 P:64 SP:FB
CD7E  30 28     BMI $28                          A:34 X:34 Y:99 P:64 SP:FB
CD80  C9 34     CMP #$34                         A:34 X:34 Y:99 P:64 SP:FB
CD82  D0 24     BNE $24                          A:34 X:34 Y:99 P:67 SP:FB
CD84  E0 34     CPX #$34                         A:34 X:34 Y:99 P:67 SP:FB
CD86  D0 20     BNE $20                          A:34 X:34 Y:99 P:67 SP:FB
CD88  C0 99     CPY #$99                         A:34 X:34 Y:99 P:67 SP:FB
CD8A  D0 1C     BNE $1C                          A:34 X:34 Y:99 P:67 SP:FB
CD8C  A2 00     LDX #$00                         A:34 X:34 Y:99 P:67 SP:FB
CD8E  38        SEC                              A:34 X:00 Y:99 P:67 SP:FB
CD8F  B8        CLV                              A:34 X:00 Y:99 P:67 SP:FB
CD90  8A        TXA                              A:34 X:00 Y:99 P:27 SP:FB
CD91  D0 15     BNE $15                          A:00 X:00 Y:99 P:27 SP:FB
CD93  90 13     BCC $13                          A:00 X:00 Y:99 P:27 SP:FB
CD95  70 11     BVS $11                          A:00 X:00 Y:99 P:27 SP:FB
CD97  30 0F     BMI $0F                          A:00 X:00 Y:99 P:27 SP:FB
CD99  C9 00     CMP #$00                         A:00 X:00 Y:99 P:27 SP:FB
CD9B  D0 0B     BNE $0B                          A:00 X:00 Y:99 P:27 SP:FB
CD9D  E0 00     CPX #$00                         A:00 X:00 Y:99 P:27 SP:FB
CD9F  D0 07     BNE $07                          A:00 X:00 Y:99 P:27 SP:FB
CDA1  C0 99     CPY #$99                         A:00 X:00 Y:99 P:27 SP:FB
CDA3  D0 03     BNE $03                          A:00 X:00 Y:99 P:27 SP:FB
CDA5  4C AC CD  JMP $CDAC                        A:00 X:00 Y:99 P:27 SP:FB
CDAC  EA        NOP                              A:00 X:00 Y:99 P:27 SP:FB
CDAD  BA        TSX                              A:00 X:00 Y:99 P:27 SP:FB
CDAE  8E FF 07  STX $07FF= 00                    A:00 X:FB Y:99 P:A5 SP:FB
CDB1  A0 33     LDY #$33                         A:00 X:FB Y:99 P:A5 SP:FB
CDB3  A2 69     LDX #$69                         A:00 X:FB Y:33 P:25 SP:FB
CDB5  A9 84     LDA #$84                         A:00 X:69 Y:33 P:25 SP:FB
CDB7  18        CLC                              A:84 X:69 Y:33 P:A5 SP:FB
CDB8  24 01     BIT $01 = FF                     A:84 X:69 Y:33 P:A4 SP:FB
CDBA  9A        TXS                              A:84 X:69 Y:33 P:E4 SP:FB
CDBB  F0 32     BEQ $32                          A:84 X:69 Y:33 P:64 SP:69
CDBD  10 30     BPL $30                          A:84 X:69 Y:33 P:64 SP:69
CDEF  A2 45     LDX #$45                         A:84 X:69 Y:33 P:64 SP:69
CDF1  86 00     STX $00 = 75                     A:84 X:45 Y:33 P:64 SP:69
CDF3  AE FF 07  LDX $07FF= FB                    A:84 X:45 Y:33 P:64 SP:69
CDF6  9A        TXS                              A:84 X:FB Y:33 P:E4 SP:69
CDF7  60        RTS                              A:84 X:FB Y:33 P:E4 SP:FB
C609  20 F8 CD  JSR $CDF8                        A:84 X:FB Y:33 P:E4 SP:FD
CDF8  A9 FF     LDA #$FF                         A:84 X:FB Y:33 P:E4 SP:FB
CDFA  85 01     STA $01 = FF                     A:FF X:FB Y:33 P:E4 SP:FB
CDFC  BA        TSX                              A:FF X:FB Y:33 P:E4 SP:FB
CDFD  8E FF 07  STX $07FF= FB                    A:FF X:FB Y:33 P:E4 SP:FB
CE00  EA        NOP                              A:FF X:FB Y:33 P:E4 SP:FB
CE01  A2 80     LDX #$80                         A:FF X:FB Y:33 P:E4 SP:FB
CE03  9A        TXS                              A:FF X:80 Y:33 P:E4 SP:FB
CE04  A9 33     LDA #$33                         A:FF X:80 Y:33 P:E4 SP:80
CE06  48        PHA                              A:33 X:80 Y:33 P:64 SP:80
CE07  A9 69     LDA #$69                         A:33 X:80 Y:33 P:64 SP:7F
CE09  48        PHA                              A:69 X:80 Y:33 P:64 SP:7F
CE0A  BA        TSX                              A:69 X:80 Y:33 P:64 SP:7E
CE0B  E0 7E     CPX #$7E                         A:69 X:7E Y:33 P:64 SP:7E
CE0D  D0 20     BNE $20                          A:69 X:7E Y:33 P:67 SP:7E
CE0F  68        PLA                              A:69 X:7E Y:33 P:67 SP:7E
CE10  C9 69     CMP #$69                         A:69 X:7E Y:33 P:65 SP:7F
CE12  D0 1B     BNE $1B                          A:69 X:7E Y:33 P:67 SP:7F
CE14  68        PLA                              A:69 X:7E Y:33 P:67 SP:7F
CE15  C9 33     CMP #$33                         A:33 X:7E Y:33 P:65 SP:80
CE17  D0 16     BNE $16                          A:33 X:7E Y:33 P:67 SP:80
CE19  BA        TSX                              A:33 X:7E Y:33 P:67 SP:80
CE1A  E0 80     CPX #$80                         A:33 X:80 Y:33 P:E5 SP:80
CE1C  D0 11     BNE $11                          A:33 X:80 Y:33 P:67 SP:80
CE1E  AD 80 01  LDA $0180= 33                    A:33 X:80 Y:33 P:67 SP:80
CE21  C9 33     CMP #$33                         A:33 X:80 Y:33 P:65 SP:80
CE23  D0 0A     BNE $0A                          A:33 X:80 Y:33 P:67 SP:80
CE25  AD 7F 01  LDA $017F= 69                    A:33 X:80 Y:33 P:67 SP:80
CE28  C9 69     CMP #$69                         A:69 X:80 Y:33 P:65 SP:80
CE2A  D0 03     BNE $03                          A:69 X:80 Y:33 P:67 SP:80
CE2C  4C 33 CE  JMP $CE33                        A:69 X:80 Y:33 P:67 SP:80
CE33  EA        NOP                              A:69 X:80 Y:33 P:67 SP:80
CE34  A2 80     LDX #$80                         A:69 X:80 Y:33 P:67 SP:80
CE36  9A        TXS                              A:69 X:80 Y:33 P:E5 SP:80
CE37  20 3D CE  JSR $CE3D                        A:69 X:80 Y:33 P:E5 SP:80
CE3D  BA        TSX                              A:69 X:80 Y:33 P:E5 SP:7E
CE3E  E0 7E     CPX #$7E                         A:69 X:7E Y:33 P:65 SP:7E
CE40  D0 19     BNE $19                          A:69 X:7E Y:33 P:67 SP:7E
CE42  68        PLA                              A:69 X:7E Y:33 P:67 SP:7E
CE43  68        PLA                              A:69 X:7E Y:33 P:65 SP:7F
CE44  BA        TSX                              A:39 X:7E Y:33 P:65 SP:80
CE45  E0 80     CPX #$80                         A:39 X:80 Y:33 P:E5 SP:80
CE47  D0 12     BNE $12                          A:39 X:80 Y:33 P:67 SP:80
CE49  A9 00     LDA #$00                         A:39 X:80 Y:33 P:67 SP:80
CE4B  20 4E CE  JSR $CE4E                        A:00 X:80 Y:33 P:67 SP:80
CE4E  68        PLA                              A:00 X:80 Y:33 P:67 SP:7E
CE4F  C9 4D     CMP #$4D                         A:69 X:80 Y:33 P:65 SP:7F
CE51  D0 08     BNE $08                          A:69 X:80 Y:33 P:65 SP:7F
CE5B  A2 47     LDX #$47                         A:69 X:80 Y:33 P:65 SP:7F
CE5D  86 00     STX $00 = 45                     A:69 X:47 Y:33 P:65 SP:7F
CE5F  EA        NOP                              A:69 X:47 Y:33 P:65 SP:7F
CE60  A9 CE     LDA #$CE                         A:69 X:47 Y:33 P:65 SP:7F
CE62  48        PHA                              A:CE X:47 Y:33 P:E5 SP:7F
CE63  A9 66     LDA #$66                         A:CE X:47 Y:33 P:E5 SP:7E
CE65  48        PHA                              A:66 X:47 Y:33 P:65 SP:7E
CE66  60        RTS                              A:66 X:47 Y:33 P:65 SP:7D
